"Year","Area","Street","Street.2"
2011,"Birmingham","New Street City Centre",""
2011,"Birmingham","New Street City Centre",""
2011,"Birmingham","Newtown Housing Centre",""
2011,"Birmingham","Newtown Row",""
2011,"Birmingham","Next Clearance Store Corporation Street",""
2011,"Birmingham","Nineva Road Ayt Soho Rd",""
2011,"Birmingham","Not Known",""
2011,"Birmingham","O S Bham Crown Court",""
2011,"Birmingham","O S Flairs Broad Street",""
2011,"Birmingham","O S Flares Club Broad St Birmingham",""
2011,"Birmingham","O S Gatecrasher Broad Street",""
2011,"Birmingham","O S McDonalds Ramp City Centre",""
2011,"Birmingham","O S New Street Station",""
2011,"Birmingham","O S Oceania Ladywell Walk Birmingham",""
2011,"Birmingham","O S Reflex Broad Street City Centre",""
2011,"Birmingham","O S The Crown PH Station Road",""
2011,"Birmingham","O S Walkabout Broad Street",""
2011,"Birmingham","O Academy",""
2011,"Birmingham","O Academy Horsefair",""
2011,"Birmingham","Oh Bar Broad Street Birmingham",""
2011,"Birmingham","O Neils Broad Street Birmingham",""
2011,"Birmingham","OS Birmingham Magistrates Court",""
2011,"Birmingham","Os Dubliner Ph",""
2011,"Birmingham","Outside Bliss Broad Street",""
2011,"Birmingham","Outside Bliss Nightclub",""
2011,"Birmingham","Outside Bliss Nightclub",""
2011,"Birmingham","Outside Bliss Broad Street",""
2011,"Birmingham","Outside O Velvet Broad St",""
2011,"Birmingham","Outside Oceana Club",""
2011,"Birmingham","Outside Reflex Nightclub",""
2011,"Birmingham","Outside Revolution Bridge St Walsal",""
2011,"Birmingham","Outside Rocket Club Broad St",""
2011,"Birmingham","Outside Walkabout Broad Street",""
2011,"Birmingham","O Velvet Nightclub Broad St Birmingham",""
2011,"Birmingham","Oxhill Road",""
2011,"Birmingham","Pagoda Island",""
2011,"Birmingham","Paradise Forum",""
2011,"Birmingham","Paradise Forum City Centre Birmingham",""
2011,"Birmingham","Paradise Forum Victoria Square Birmingham",""
2011,"Birmingham","Pershore St Car Park",""
2011,"Birmingham","Pershore Street Road City Centre",""
2011,"Birmingham","Pershore Street City Centre",""
2011,"Birmingham","Pizza Hut New St Birmingham",""
2011,"Birmingham","Quigley Avenue",""
2011,"Birmingham","Rag Market City Centre",""
2011,"Birmingham","Reflex On Broad Street Birmingham",""
2011,"Birmingham","Regency Wharf",""
2011,"Birmingham","Risa Bar Birmingham",""
2011,"Birmingham","Risa Broad Street",""
2011,"Birmingham","Rookery Road Handsworth",""
2011,"Birmingham","Rottersley Street Birmingham",""
2011,"Birmingham","Rotunda Island City CEntre",""
2011,"Birmingham","Sainsburys Colmore Row",""
2011,"Birmingham","Sandringham Road",""
2011,"Birmingham","Sandwell Hospital",""
2011,"Birmingham","Sence In The Arcadian",""
2011,"Birmingham","Sense Nightclub Arcadia Birmingham",""
2011,"Birmingham","Shadwell Street",""
2011,"Birmingham","Shakespeare Bar New Street Station",""
2011,"Birmingham","Shakespeare PH New St Station",""
2011,"Birmingham","Sheepcote Street Birmingham",""
2011,"Birmingham","Sioho Road Handsworth",""
2011,"Birmingham","Slade Road Erdington",""
2011,"Birmingham","Small Brook Queensway",""
2011,"Birmingham","Smallbrook Queensway",""
2011,"Birmingham","Smallbrook Queensway",""
2011,"Birmingham","Smallbrook Queensway",""
2011,"Birmingham","Smallbrook Queensway City Centre Birmingham",""
2011,"Birmingham","Smallbrook Queensway City Centre",""
2011,"Birmingham","Smethwick End",""
2011,"Birmingham","Soho Hill",""
2011,"Birmingham","Soho Hill Handsworth Birmingham",""
2011,"Birmingham","Soho Road",""
2011,"Birmingham","Soho Road",""
2011,"Birmingham","Soho Road",""
2011,"Birmingham","Soho Road",""
2011,"Birmingham","Sommerfield Park Winson Green",""
2011,"Birmingham","Square Peg PH",""
2011,"Birmingham","Square Peg Corporation Street",""
2011,"Birmingham","Star City Aston",""
2011,"Birmingham","Star City Birmingham",""
2011,"Birmingham","Star City Nechells",""
2011,"Birmingham","Station Road City Centre",""
2011,"Birmingham","Steelhouse Lane",""
2011,"Birmingham","Steelhouse Lane",""
2011,"Birmingham","Steelhouse Lane",""
2011,"Birmingham","Steelhouse Lane",""
2011,"Birmingham","Steelhouse Lane",""
2011,"Birmingham","Steelhouse Lane",""
2011,"Birmingham","Steelhouse Lane",""
2011,"Birmingham","Steelhouse Lane",""
2011,"Birmingham","Steelhouse Lane Police Station",""
2011,"Birmingham","Steelhouse Lane Birmingham",""
2011,"Birmingham","Steelhouse Lane City Centre Birmingham",""
2011,"Birmingham","Stephenson St",""
2011,"Birmingham","Stephenson Street",""
2011,"Birmingham","Stephenson Street Birmingham City",""
2011,"Birmingham","Stephenson Street City Centre",""
2011,"Birmingham","Stephensons Street",""
2011,"Birmingham","Suffolk St Queensway",""
2011,"Birmingham","Sugar Suite Broad Street",""
2011,"Birmingham","Summer Lane",""
2011,"Birmingham","Summer Row",""
2011,"Birmingham","Temple Row",""
2011,"Birmingham","Temple Row",""
2011,"Birmingham","Tennant St",""
2011,"Birmingham","Terrace Road Handsworth",""
2011,"Birmingham","Tesco Aston Lane",""
2011,"Birmingham","Tesco SpringHill",""
2011,"Birmingham","The Parade Sutton Coldfield",""
2011,"Birmingham","The Parade Sutton Coldfield",""
2011,"Birmingham","The Ramp Corporation St Birmingham",""
2011,"Birmingham","The Ramp",""
2011,"Birmingham","Thornhill Road Birmingham",""
2011,"Birmingham","Thornhill Road Handsworth",""
2011,"Birmingham","Thorpe St At Hurst St",""
2011,"Birmingham","Thorpe Street",""
2011,"Birmingham","Trocadero Public House O S",""
2011,"Birmingham","Turners Pallets Hayhole Road",""
2011,"Birmingham","Upper Dean Street",""
2011,"Birmingham","Upper Dean Street Birmingham",""
2011,"Birmingham","Upper Dean Street Birmingham City Centre",""
2011,"Birmingham","Upper Dean Street City Centre",""
2011,"Birmingham","Upper Parade Sutton Coldfield",""
2011,"Birmingham","Upper Parade Sutton Coldfield",""
2011,"Birmingham","Victoria Square Bham",""
2011,"Birmingham","Victoria Square City Centre",""
2011,"Birmingham","Waiverley Park Handsworth",""
2011,"Birmingham","Walkabout Bar Broad St",""
2011,"Birmingham","Walkabout PH Broad St Birmingham",""
2011,"Birmingham","Walkabout PH Broad Street Birmingham",""
2011,"Birmingham","Walkabout Broad Street",""
2011,"Birmingham","Walsall Road Great Barr",""
2011,"Birmingham","Walsall Road Perry Barr",""
2011,"Birmingham","Warf Road Kings Norton",""
2011,"Birmingham","Warwards Lane",""
2011,"Birmingham","Washington Drive Handsworth Wood",""
2011,"Birmingham","Washington Street",""
2011,"Birmingham","Waterloo Road Smethwick",""
2011,"Birmingham","Waverhill Park Handsworth",""
2011,"Birmingham","Waverhill Road Handsworth",""
2011,"Birmingham","Way Entrance Villa Ground",""
2011,"Birmingham","Wellington Road",""
2011,"Birmingham","Witton Arms",""
2011,"Birmingham","Witton Road",""
2011,"Birmingham","Witton Road",""
2011,"Birmingham","Witton Road Aston",""
2011,"Birmingham","Wrottesley Street",""
2011,"Coventry","Primrose Hill Coventry",""
2011,"Coventry","Albany Road",""
2011,"Coventry","Aldbourne Road",""
2011,"Coventry","Aldermans Green Road",""
2011,"Coventry","Allesley Old Road",""
2011,"Coventry","Almond Tree Avenue",""
2011,"Coventry","Arbury Ave Coventry",""
2011,"Coventry","Arena Carpark A",""
2011,"Coventry","Argyle St Coventry",""
2011,"Coventry","Armstrong Avenue Stoke",""
2011,"Coventry","Ashorne Close",""
2011,"Coventry","Attoxhall Rd",""
2011,"Coventry","Averley Road Daimler Green",""
2011,"Coventry","Awson Street",""
2011,"Coventry","Bandals Surgery Foleshill Road",""
2011,"Coventry","Bell Green Rd Junction A",""
2011,"Coventry","Bell Green Road Coventry",""
2011,"Coventry","Bell Green Road Coventry",""
2011,"Coventry","Binley Road",""
2011,"Coventry","Binley Road",""
2011,"Coventry","Binley Road",""
2011,"Coventry","Binley Road",""
2011,"Coventry","Bishop Street",""
2011,"Coventry","Blackhorse Lane",""
2011,"Coventry","Blythe Road",""
2011,"Coventry","BP Garage Ansty Road",""
2011,"Coventry","Bramble St Coventry",""
2011,"Coventry","Braod Park Road Coventry",""
2011,"Coventry","Bredon Ave Coventry",""
2011,"Coventry","Broadgate",""
2011,"Coventry","Bull Yard",""
2011,"Coventry","Bushberry Avenue",""
2011,"Coventry","Butts Road Coventry",""
2011,"Coventry","Cashs Lane",""
2011,"Coventry","Cauldon Road",""
2011,"Coventry","Charter Ave",""
2011,"Coventry","Charter Ave Coventry",""
2011,"Coventry","Chester Street",""
2011,"Coventry","Chesterton Road",""
2011,"Coventry","Cheveral Ave Coventry",""
2011,"Coventry","Cliffbridge Road",""
2011,"Coventry","Clifton St Coventry",""
2011,"Coventry","Coc Street",""
2011,"Coventry","Communal Landing At George Poole House Coventry",""
2011,"Coventry","Compton Road",""
2011,"Coventry","Concourse Near Mortimers",""
2011,"Coventry","Cook St",""
2011,"Coventry","Corporation St",""
2011,"Coventry","Corporation St Coventry",""
2011,"Coventry","Corporation Street",""
2011,"Coventry","Coundon Road",""
2011,"Coventry","Coventry",""
2011,"Coventry","Coventry Central Cells",""
2011,"Coventry","Coventry Central Front Office",""
2011,"Coventry","Coventry Central Pol Stn",""
2011,"Coventry","Coventry Central Police Station",""
2011,"Coventry","Coventry Central Police Station",""
2011,"Coventry","Coventry Central PS",""
2011,"Coventry","Coventry Central PS",""
2011,"Coventry","Coventry Railwat Station",""
2011,"Coventry","Coventry Railway Station",""
2011,"Coventry","Coventry Train Station",""
2011,"Coventry","Cox Street",""
2011,"Coventry","Cross Road",""
2011,"Coventry","Devonshire Arms",""
2011,"Coventry","Duckham Court",""
2011,"Coventry","Earlsdon High Street",""
2011,"Coventry","Elms Pub Birmingham Road",""
2011,"Coventry","Fairfax Street",""
2011,"Coventry","Far Gosford Street",""
2011,"Coventry","Far Gosford Street",""
2011,"Coventry","Farndale Ave",""
2011,"Coventry","Farndale Ave",""
2011,"Coventry","Foleshill Rd",""
2011,"Coventry","Foleshill Road",""
2011,"Coventry","Foleshill Road",""
2011,"Coventry","Foleshill Road",""
2011,"Coventry","Foleshill Road Coventry",""
2011,"Coventry","Four Pounds Ave Coventry",""
2011,"Coventry","FRiars Road",""
2011,"Coventry","Front Of Coventry Central Police Station",""
2011,"Coventry","Front Office",""
2011,"Coventry","Front Office",""
2011,"Coventry","Gala Bingo Pool Meadow",""
2011,"Coventry","Gosford Street",""
2011,"Coventry","Gosford Street",""
2011,"Coventry","Gosford Street",""
2011,"Coventry","Greyfriars St Coventry",""
2011,"Coventry","Gulson Road Coventry",""
2011,"Coventry","Gulson Road Coventry",""
2011,"Coventry","Hale St",""
2011,"Coventry","Hales Street Coventry",""
2011,"Coventry","Hartfrod Street",""
2011,"Coventry","Hayle Street",""
2011,"Coventry","Hayles Street",""
2011,"Coventry","Hedgefield Way",""
2011,"Coventry","Herald Way Coventry",""
2011,"Coventry","High St Coventry",""
2011,"Coventry","High Street",""
2011,"Coventry","High Street",""
2011,"Coventry","Hill Street",""
2011,"Coventry","Hipswell Highway",""
2011,"Coventry","Holmesdale Road",""
2011,"Coventry","Hurst Road",""
2011,"Coventry","Ibis Hotel",""
2011,"Coventry","Ikea Car Park",""
2011,"Coventry","Ikea Plaza",""
2011,"Coventry","Iron Monger Row",""
2011,"Coventry","Jardine Crescent",""
2011,"Coventry","Jardine Crescent",""
2011,"Coventry","Jasrdine Crescent",""
2011,"Coventry","JD Wetherspoon Earlsdon",""
2011,"Coventry","Jordan Well",""
2011,"Coventry","Jordan Well Coventry",""
2011,"Coventry","Jubilee Cresent",""
2011,"Coventry","Kirby Road",""
2011,"Coventry","Lady Lane",""
2011,"Coventry","Lambeth Close",""
2011,"Coventry","Leader Close",""
2011,"Coventry","Lidice Place",""
2011,"Coventry","Lincoln Street Coventry",""
2011,"Coventry","Littl Park Street",""
2011,"Coventry","Little Park St Coventry",""
2011,"Coventry","Little Park St Coventry",""
2011,"Coventry","Little Park St Coventry",""
2011,"Coventry","Little Park Street",""
2011,"Coventry","Little Park Street",""
2011,"Coventry","Little Park Street",""
2011,"Coventry","Little Park Street",""
2011,"Coventry","Little Park Street",""
2011,"Coventry","Little Park Street",""
2011,"Coventry","Little Park Street",""
2011,"Coventry","Little Park Street",""
2011,"Coventry","Little Park Street",""
2011,"Coventry","London Road",""
2011,"Coventry","London Road",""
2011,"Coventry","Longford Road",""
2011,"Coventry","Lower Ford St",""
2011,"Coventry","Lower Ford Street",""
2011,"Coventry","Lower Holyhead D Jtn With Spon St",""
2011,"Coventry","Lower Holyhead Rd Coventry",""
2011,"Coventry","Lower Holyhead Road Coventry",""
2011,"Coventry","Lower Precinct Coventry",""
2011,"Coventry","MAFO",""
2011,"Coventry","Manor House Drive",""
2011,"Coventry","Market Way",""
2011,"Coventry","Mary Slessor St",""
2011,"Coventry","Masser Road",""
2011,"Coventry","McDonalds Restaurant A Coventry",""
2011,"Coventry","Memorial Park Coventry",""
2011,"Coventry","Middle Ride",""
2011,"Coventry","Mile Lane",""
2011,"Coventry","Mile Lane",""
2011,"Coventry","Millenium Place",""
2011,"Coventry","Millenium Place",""
2011,"Coventry","Mint Casino King William Street",""
2011,"Coventry","Miranda Close",""
2011,"Coventry","Morris Road",""
2011,"Coventry","Motor Museum",""
2011,"Coventry","New Union St",""
2011,"Coventry","Norman Place Road",""
2011,"Coventry","Northy Road",""
2011,"Coventry","O S CCFO",""
2011,"Coventry","O S Coventry Central Police Station",""
2011,"Coventry","O S Gosford Arms",""
2011,"Coventry","Oak Gosford Street",""
2011,"Coventry","Outside Coventry Central PS",""
2011,"Coventry","Outside Foleshill PS",""
2011,"Coventry","Outside Front Of Coventry Central Police Station",""
2011,"Coventry","Outside Heat Bar",""
2011,"Coventry","Outside Kasbars",""
2011,"Coventry","Outside Of The Jewson Stand Richo Arena Coventry",""
2011,"Coventry","Owenford Road",""
2011,"Coventry","Palm Tree Ave Wood End",""
2011,"Coventry","Palmer Lane Coventry",""
2011,"Coventry","Palmer Lane Coventry",""
2011,"Coventry","Palmer Lane Coventry",""
2011,"Coventry","Penruddick Drive Coventry",""
2011,"Coventry","Plymouth Close",""
2011,"Coventry","Pool Meadow",""
2011,"Coventry","Pool Meadow Bus Station",""
2011,"Coventry","Pool Meadow Bus Stn",""
2011,"Coventry","Poolmeadow",""
2011,"Coventry","Poolmeadow Bus Station",""
2011,"Coventry","Poolmeadow Bus Station",""
2011,"Coventry","Poppy Court Remembrance Road Willenhall Coventry",""
2011,"Coventry","Primrose Hill St",""
2011,"Coventry","Primrose Hill Street",""
2011,"Coventry","Primrose Hill Street",""
2011,"Coventry","Primrose Hill Street Coventry",""
2011,"Coventry","Princethorpe Way",""
2011,"Coventry","Priory Fields Coventry",""
2011,"Coventry","Priory Gardens",""
2011,"Coventry","Priory Street",""
2011,"Coventry","Puma Way",""
2011,"Coventry","Queen Mary S Road Foleshill Coventry",""
2011,"Coventry","Queen Marys Road Coventry",""
2011,"Coventry","Queen Victoria Road",""
2011,"Coventry","Radford Road",""
2011,"Coventry","Radford Road",""
2011,"Coventry","Raglan Street",""
2011,"Coventry","Red Lane",""
2011,"Coventry","Remembrance Road",""
2011,"Coventry","Richo Areana",""
2011,"Coventry","Richo Areana",""
2011,"Coventry","Richo Arena Coventry",""
2011,"Coventry","Ricoh Arena",""
2011,"Coventry","Ricoh Arena",""
2011,"Coventry","Ricoh Arena",""
2011,"Coventry","Ridgethorpe Willenhall Coventry",""
2011,"Coventry","Rileys Square Bell Green",""
2011,"Coventry","Ring Rd",""
2011,"Coventry","Riverwalk Walk Wood End",""
2011,"Coventry","Roland Avenue Holbrooks Coventry",""
2011,"Coventry","Rotherhanm Road",""
2011,"Coventry","Sainsburys Trinity St Coventry",""
2011,"Coventry","Scots Lane",""
2011,"Coventry","Sewall Highway",""
2011,"Coventry","Sewall Highway",""
2011,"Coventry","Sewall Highway Coventry",""
2011,"Coventry","Silver Street Coventry",""
2011,"Coventry","Sky Blue Way",""
2011,"Coventry","Sky Dome",""
2011,"Coventry","Sky Dome",""
2011,"Coventry","Sky Dome",""
2011,"Coventry","Sky Dome",""
2011,"Coventry","Sky Dome",""
2011,"Coventry","Sky Dome",""
2011,"Coventry","Sky Dome",""
2011,"Coventry","Sky Dome",""
2011,"Coventry","Sky Dome Concourse",""
2011,"Coventry","Sky Dome Concourse",""
2011,"Coventry","Sky Dome Concourse",""
2011,"Coventry","Sky Dome Concourse",""
2011,"Coventry","Sky Dome Concourse",""
2011,"Coventry","Sky Dome Concourse Covenmtry",""
2011,"Coventry","Sky Dome Concourse Coventry",""
2011,"Coventry","Sky Dome Concourse",""
2011,"Coventry","Sky Dome Coventry",""
2011,"Coventry","Sky Dome Coventry City Centre",""
2011,"Coventry","Sky Dome",""
2011,"Coventry","Sky Dome",""
2011,"Coventry","Sky Dome",""
2011,"Coventry","Skydome",""
2011,"Coventry","Skydome",""
2011,"Coventry","Skydome",""
2011,"Coventry","Skydome",""
2011,"Coventry","Skydome",""
2011,"Coventry","Skydome",""
2011,"Coventry","Skydome Coventry",""
2011,"Coventry","Skydome Car Park",""
2011,"Coventry","Skydome Car Park",""
2011,"Coventry","Skydome Complex",""
2011,"Coventry","Skydome Complex",""
2011,"Coventry","Skydome Complex",""
2011,"Coventry","Skydome Complex Coventry",""
2011,"Coventry","Skydome Concourse",""
2011,"Coventry","Skydome Concourse",""
2011,"Coventry","Skydome Concourse",""
2011,"Coventry","Skydome Concourse",""
2011,"Coventry","Skydome Concourse",""
2011,"Coventry","Skydome Concourse",""
2011,"Coventry","Skydome Concourse",""
2011,"Coventry","Skydome Concourse",""
2011,"Coventry","Skydome Concourse",""
2011,"Coventry","Skydome Concourse",""
2011,"Coventry","Skydome Concourse",""
2011,"Coventry","Skydome Concourse",""
2011,"Coventry","Skydome Concourse",""
2011,"Coventry","Skydome Concourse",""
2011,"Coventry","Skydome Concourse",""
2011,"Coventry","Skydome Concourse Coventry",""
2011,"Coventry","Skydome Concourse",""
2011,"Coventry","Skydome Coventry",""
2011,"Coventry","Skydome Coventry",""
2011,"Coventry","Skydome Coventry City Centre",""
2011,"Coventry","SkyDome Coventry",""
2011,"Coventry","Skydome Coventry",""
2011,"Coventry","Sorell Close",""
2011,"Coventry","Southbank Road Coventry",""
2011,"Coventry","Spom St Coventry",""
2011,"Coventry","Spon End",""
2011,"Coventry","Spon End Coventry",""
2011,"Coventry","Spon St Coventry",""
2011,"Coventry","Spon St Coventry",""
2011,"Coventry","SPON ST Coventry",""
2011,"Coventry","Spon St Coventry",""
2011,"Coventry","Spon St Coventry",""
2011,"Coventry","Spon St Coventry",""
2011,"Coventry","Spon St Coventry",""
2011,"Coventry","Spon St Coventry",""
2011,"Coventry","Spon St Coventry",""
2011,"Coventry","Spon Street",""
2011,"Coventry","Spon STreet",""
2011,"Coventry","Spon Street",""
2011,"Coventry","Spon Street",""
2011,"Coventry","Spon Street",""
2011,"Coventry","Spon STreet",""
2011,"Coventry","St Georges Road",""
2011,"Coventry","St Georges Road Stoke",""
2011,"Coventry","St Lukes Road Coventry",""
2011,"Coventry","Stonet Stanton Road Police Station",""
2011,"Coventry","Stoney Stanton Road Police Station Coventry",""
2011,"Coventry","Swanswell Park",""
2011,"Coventry","Tachbrook Close",""
2011,"Coventry","Tarquin Close Coventry",""
2011,"Coventry","Terry Road",""
2011,"Coventry","Terry Road Coventry",""
2011,"Coventry","The Bull Yard City Centre",""
2011,"Coventry","The Bullyard",""
2011,"Coventry","The Burges",""
2011,"Coventry","The Burgess",""
2011,"Coventry","The Burgess",""
2011,"Coventry","The Burgess",""
2011,"Coventry","The Butts Coventry",""
2011,"Coventry","The Butts Retreat PH",""
2011,"Coventry","The Croft Longford",""
2011,"Coventry","The Forum Medical Centre Coventry",""
2011,"Coventry","Thimbler Road",""
2011,"Coventry","Tile Hill Lane Coventry",""
2011,"Coventry","Torrington Avenue",""
2011,"Coventry","Trinity Point Link",""
2011,"Coventry","Trinity Street",""
2011,"Coventry","Trinity Street",""
2011,"Coventry","Trinity Street",""
2011,"Coventry","Trinity Street City Centre Coventry",""
2011,"Coventry","University Hospital",""
2011,"Coventry","University Hospital",""
2011,"Coventry","University Hospital Coventry",""
2011,"Coventry","Unniversity Of Warwick Coventry",""
2011,"Coventry","Upper Spon St",""
2011,"Coventry","Vine Street",""
2011,"Coventry","Vine Street",""
2011,"Coventry","Vinecote Road",""
2011,"Coventry","Wallace Rd",""
2011,"Coventry","Walsgrave Hospital",""
2011,"Coventry","Warwick Row",""
2011,"Coventry","Warwick University",""
2011,"Coventry","West Orchard",""
2011,"Coventry","West Orchards Circulatory Road",""
2011,"Coventry","White Street",""
2011,"Coventry","Willenhall Lane Coventry",""
2011,"Coventry","Willenhall Police Station Front Office",""
2011,"Coventry","Willenhall PS",""
2011,"Coventry","Winnalthorpe",""
2011,"Coventry","Wood Way Lane Coventry",""
2011,"Coventry","Wroxall Drive",""
2011,"Coventry","Wroxhall Drive",""
2011,"Dudley","Albion Street Brierley Hill",""
2011,"Dudley","Amblecote High Street Stourbridge",""
2011,"Dudley","Arley Court",""
2011,"Dudley","Baptist End Road Netherton",""
2011,"Dudley","Bell St Stourbridge",""
2011,"Dudley","Bell Street",""
2011,"Dudley","Bell Street Stourbridge",""
2011,"Dudley","BHPS",""
2011,"Dudley","Birmingham Street Stourbridge",""
2011,"Dudley","Bramford Arms",""
2011,"Dudley","Brettle Lane",""
2011,"Dudley","Brickhouse Road",""
2011,"Dudley","Brisbane Road Smethwick",""
2011,"Dudley","Broadway Stourbridge",""
2011,"Dudley","Broadway Stourbridge",""
2011,"Dudley","Broadway Stourbridge",""
2011,"Dudley","Burmese Way Rowley Regis",""
2011,"Dudley","Bus Station Dudley",""
2011,"Dudley","Carpark Of Maybrook Hosue In Halesowen",""
2011,"Dudley","Carpark Of The Barley Mow High Street Wollaston",""
2011,"Dudley","Castlegate Dudley",""
2011,"Dudley","Cinder Bank Island Netherton",""
2011,"Dudley","Court St",""
2011,"Dudley","Courthouse PH Sedgeley",""
2011,"Dudley","Crabmill Carpark Oldswinford",""
2011,"Dudley","Crompton Road",""
2011,"Dudley","Crown Centre Stourbridge",""
2011,"Dudley","Dudley Bus Station",""
2011,"Dudley","Dudley Police Station",""
2011,"Dudley","Dudley Road",""
2011,"Dudley","Dudley Road Brierley Hill",""
2011,"Dudley","Edward Rutland PH High Street Stourbridge",""
2011,"Dudley","Enville Road",""
2011,"Dudley","Fern Rd",""
2011,"Dudley","Foster Street Stourbridge",""
2011,"Dudley","Front Office BHPS",""
2011,"Dudley","Front Office Stourbridge",""
2011,"Dudley","Front Office Stourbridge Police Station",""
2011,"Dudley","Hagley Road",""
2011,"Dudley","Halesowen Rd Netherton",""
2011,"Dudley","Halesowen Town Centre",""
2011,"Dudley","Hampden Close Quarry Bank",""
2011,"Dudley","Hereford Road Netherton",""
2011,"Dudley","High St Stourbridge",""
2011,"Dudley","High St Stourbridge",""
2011,"Dudley","High St Stourbridge",""
2011,"Dudley","High St Stourbridge",""
2011,"Dudley","High St Dudley",""
2011,"Dudley","High St Sedgely",""
2011,"Dudley","High St Stourbridge",""
2011,"Dudley","High St Stourbridge",""
2011,"Dudley","High St Stourbridge",""
2011,"Dudley","High St Stourbridge",""
2011,"Dudley","High St Stourbridge",""
2011,"Dudley","High Street",""
2011,"Dudley","High Street",""
2011,"Dudley","High Street",""
2011,"Dudley","High Street Brierley Hill",""
2011,"Dudley","High Street BlackHeath",""
2011,"Dudley","High Street Quarry Bank",""
2011,"Dudley","High Street Stourbridge",""
2011,"Dudley","High Street Stourbridge",""
2011,"Dudley","High Street Stourbridge",""
2011,"Dudley","High Street Stourbridge",""
2011,"Dudley","High Street West Bromwich",""
2011,"Dudley","High Street Amblecote",""
2011,"Dudley","High Street Smethwick",""
2011,"Dudley","High Street Stourbridge",""
2011,"Dudley","High Street Stourbridge",""
2011,"Dudley","High Street Stourbridge",""
2011,"Dudley","High Street Stourbridge",""
2011,"Dudley","High Street Stourbridge",""
2011,"Dudley","High Street Stourbridge",""
2011,"Dudley","High Street Stourbridge",""
2011,"Dudley","High Street Stourbridge",""
2011,"Dudley","High Street Halesowen",""
2011,"Dudley","High View St Dudley",""
2011,"Dudley","Hilly Lane Halesowen",""
2011,"Dudley","Himley Road Gornal",""
2011,"Dudley","Home Address",""
2011,"Dudley","Hope Tavern Netherton",""
2011,"Dudley","Hurst Rd Oldbury",""
2011,"Dudley","Jackson Street Lye",""
2011,"Dudley","KFC Merry Hill Centre Dudley",""
2011,"Dudley","King St Dudley",""
2011,"Dudley","Kingsley Road Netherton",""
2011,"Dudley","Larel Lane Halesowen",""
2011,"Dudley","Little Barrel PH Dudley",""
2011,"Dudley","Lloyds Bar Stourbridge",""
2011,"Dudley","Long Lane Halesowen",""
2011,"Dudley","Lower Derry Street Brierley Hill",""
2011,"Dudley","Lower High Street Stourbridge",""
2011,"Dudley","Lupin Road",""
2011,"Dudley","Lye High St",""
2011,"Dudley","Market Street Kingswinford",""
2011,"Dudley","Market Street Knigswinford",""
2011,"Dudley","Market Street Stourbridge",""
2011,"Dudley","Market Street Stourbridge",""
2011,"Dudley","Market Street Kingswinford",""
2011,"Dudley","Marriot Road",""
2011,"Dudley","Marriot Road",""
2011,"Dudley","Mary Stevens Park",""
2011,"Dudley","Maybrook House Car Park Halesowen",""
2011,"Dudley","Meadowfields Close Wordsley",""
2011,"Dudley","Merryhill Centre Brierley Hill",""
2011,"Dudley","Mill Street Sedgley",""
2011,"Dudley","Mill Street Sedgley",""
2011,"Dudley","Moore Street",""
2011,"Dudley","New Rd Dudley",""
2011,"Dudley","New Road Stourbridge",""
2011,"Dudley","New Street Dudley",""
2011,"Dudley","Odeon Cinema Merry Hill",""
2011,"Dudley","Odeon Cinema Merry Hill",""
2011,"Dudley","Outside Santander High Street Stourbridge",""
2011,"Dudley","Park Road Wrens Nest",""
2011,"Dudley","Playground At Priory Primary School",""
2011,"Dudley","Princess Road Old Hill",""
2011,"Dudley","Priory Street Dudley",""
2011,"Dudley","RHH",""
2011,"Dudley","Ring Road Stourbridge",""
2011,"Dudley","Ring Road Stourbridge",""
2011,"Dudley","Rookery Park Pensnett",""
2011,"Dudley","Salop Street",""
2011,"Dudley","Salop Street",""
2011,"Dudley","Sedgley Bullring",""
2011,"Dudley","Sedgley Conservative Club",""
2011,"Dudley","Sedgley Conservative Club",""
2011,"Dudley","Short St",""
2011,"Dudley","South Road Stourbridge",""
2011,"Dudley","Stourbridge",""
2011,"Dudley","Stourbridge High St",""
2011,"Dudley","Stourbridge High Street",""
2011,"Dudley","Stourbridge High Street",""
2011,"Dudley","Stourbridge High Street",""
2011,"Dudley","Stourbridge Junction",""
2011,"Dudley","Stourbridge PS Front Office",""
2011,"Dudley","Stourbridge Rd Holly Hall",""
2011,"Dudley","Stourbridge Rd Lye",""
2011,"Dudley","Stourbridge Road Brierley Hill",""
2011,"Dudley","Stourbridge Road Brierley Hill",""
2011,"Dudley","Stourbridge Road",""
2011,"Dudley","Tesco Express Amblecote Stourbridge",""
2011,"Dudley","The Swan Public House Kingswinford",""
2011,"Dudley","Tower Street Dudley",""
2011,"Dudley","Victoria Street Stoubridge",""
2011,"Dudley","Ward B RHH",""
2011,"Dudley","Windmill End Dudley",""
2011,"Dudley","Windmill Lane Cape Hill",""
2011,"Dudley","Wolverhampton Street Dudley",""
2011,"Dudley","Wolverhampton Street Dudley",""
2011,"Dudley","Wolverhampton Street Dudley",""
2011,"Dudley","Worcester Street Stourbridge",""
2011,"Dudley","W Ton Street Dudley",""
2011,"Dudley","W Ton Street Dudley",""
2011,"Solihull","A E Soliohull Hospital",""
2011,"Solihull","Airport",""
2011,"Solihull","Ash Crescent Chelmsley Wood",""
2011,"Solihull","Assembly Rooms",""
